text,sentiment
"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",positive
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",neutral
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,negative
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",neutral
"Exel Composites ' long-term growth prospects remain favourable , however .",positive
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",neutral
The adjustment measures will be carried out in phases to secure the delivery capability .,neutral
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',neutral
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,negative
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,neutral
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,negative
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,positive
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative
This is the second successful effort for the financial investor this year .,positive
Why not give your bedroom a cool makeover for summer .,neutral
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive
LSC 's 30 employees will move to Ixonos with their existing status and benefits .,neutral
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative
The operating margin came down to 2.4 % from 5.7 % .,negative
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,neutral
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive
16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,positive
It is planned to set up the A class business center in the two top storeys of the complex .,neutral
The long-term contract is global .,positive
Earnings per share were at loss of EUR0 .24 .,negative
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",neutral
"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",neutral
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,positive
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",positive
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,positive
"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .",neutral
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,positive
